,Cases 3,Cases count1,Count (Cases 2),Created by,Created time,ID,Name Markdown,airtable_createdTime,airtable_id,auto_gen_id,case count3,count total,county,locality,locality_built,location subtype,location type,name,primary field,state,address,coordinate specificity,latitude,longitude,modern name,Cases,Notes,alternative name,Cases 2
39,['recBR9ZvYvc1jmYX6'],0,0,"{'email': 'tarneal2@huskers.unl.edu', 'id': 'usrj6qVplnciF6Uc8', 'name': 'Walt Arneal'}",2024-09-06T19:31:30.000Z,hc.loc.000285,"[Manitowoc County Municipal Court (, Wisconsin)](hc.loc.000285)",2024-09-06T19:31:30.000Z,rec7My6Iv52tiwKQH,285,1,1,Manitowoc,,", Manitowoc, Wisconsin","[""county court""]",site of significance,Manitowoc County Municipal Court,"Manitowoc County Municipal Court (, Wisconsin)",Wisconsin,,,,,,,,,
40,"['recM3q5I1TGVBvsOX', 'recaD55YEJtRJD8Is', 'recE5olNoq96RkYgC', 'rec68ZDF6wADGuRHc', 'recOu13oS3cyhriOt', 'recNU8Kurn49uX9Hu', 'recS7PDZjMz9gxLPE', 'recL3S14oK7IkeuLo', 'recRmNs5ZRmkLQzkM', 'recxGkHBvthZjJdOs', 'recN8V8jVwKfqu7AB', 'recaErUDRRaxzUZJq', 'recBaHVF3yhzmRqcv', 'rec0S6Nn2Rg99SaH6', 'recUzedmb37K0fBpd', 'recc9FfsaIXPTEhLG', 'recwF0rW28oXAldhw', 'recNi0Fsj80YXeBlN', 'recJHqpmbb9gWvNYv', 'recv43m82BLTrzGqR', 'recBYaCXYwUfcxWzF', 'recnHCw1sFb7EwSkT', 'recKHeHTKQPSvpGAG', 'recXxjF99mvH5uZKa', 'recMeRgAK72kHLuWi', 'recj7ChyVdSG7UcKx', 'rec2nIhV48iljzcbq', 'recLu83GQnt2d5DcH', 'reclmGawbPJDN5JK7', 'recQFUibLUwhqYfTl', 'recvRlxSSZ0JE4aX7', 'recQKkgzPs3lZ6Gu3', 'recBt1rLJqkQ16kVw', 'rec7e51KsKkvgyt9q', 'recsYDaSZyMHpXC4m', 'recTIMRg1ulocqxon', 'rec9Umsh7OTSQ9f0r', 'recNTGxh270rJ5UKn', 'recxCunb9ce1kpFWG', 'recEWpKkMprNqW28f', 'recSrX2yfvnDdBko1', 'recGKXb79RWLEyb2E', 'recJF2zGzyM2aH6Gf', 'recQ6IN7dEbTVPk43', 'recWt0AurqZYWfGTu', 'recPinwMesMU72Nz4', 'recB3pFSPI3ku3f71', 'recEZX488wdW9urGJ', 'recqNuE0MFjjtLQnd', 'recyqdEc28GEziCZw', 'rechoFR8ejx5ytio4', 'recAKEHZSyjrxOrD2', 'recCSTTQRrrE4Z26N', 'recQQn1H7JEus4i37', 'recxQU1YJpkFPPavA', 'rec3ysxmKe4zeYSpm', 'rec7rMq1gjN8Y2LGj', 'rec2VJevriig6rkOV', 'recq0tAdHik8GQdrU', 'recwTuKQ1EGO0SwF5', 'recS6LUusbbk8QbLE', 'recUc3HuHNmTxZgQv', 'recmZAyV3EsgsaEpY', 'reckXRHlcim7iXzNG', 'recSRVreetuzntLks', 'recIJuljRUrTGDjaV', 'rec1d8FHMjtQzsOnw', 'recYWBPhgHKOwptNP', 'recTlAko57yfZP2U1', 'rectVmnlw9eF03HOi', 'recYWb2ShfWzYYrdl', 'recs3tCZH1fcvLwVW', 'recL9kboQi41iHvBz', 'recUayNJLcQnTBZJ1', 'recQiGHQ7BIudd0Ky', 'recA0VcmipGKc7Pjf', 'rec7e36FEwrHjoy9P', 'recZvnfAE2tzbiytU', 'recfWN4t3KeYvVhaB', 'recCBAx6itI4UmoIs', 'recJIwnS1xJhZOkw3', 'recggp14HuIN7DX4y', 'recnLCsIbKaQk2R8J', 'recdj629fQCbr4QxK', 'rec7C7Bl1PWkPLDLM', 'recSAuIuJ5ocXnlru', 'recJPjQRZ3eFGh42f', 'recPCvGmtzWEG4E3u', 'recWc93scHRdvea0e', 'recm5se3XtHumzCbM', 'recF8l31UfLkjUon5', 'recISUB8DyHQrtBkm', 'recC6XYQLcb5i7N38', 'rec3TuYrbyopamvIs', 'recuZx3sjHiMuVT90', 'recdk2EoQlTNR2BZL', 'recRA6d1XTKPvESLb', 'rec0rSojhCHIrqS3z', 'recLteSCrzhMSWMoG', 'recpxwEt8n65U0fJu', 'recGg6elEiDGKMIoJ', 'recpK3Pf0f7DbeO6o', 'recHt5MVl8FKQMa49', 'recc2PoZCEzsxjLEf', 'recSkhqaMU93aG38n', 'reccoF9BXF4PxlUtc', 'reczexUEx664nh5xR', 'rec2i1MTOKBmeV9Jp', 'recM3rBF5pRwS1ojW', 'rec2aJX9MkihAG1of', 'recjcbhr97jtXEoiU', 'rec16k9dPHclWVV9Z', 'recJ9Ev8CQLqSzi8r', 'rec6a0jPqtNZdfv2k', 'recNLXs8tUqsvmIVL', 'recUrfJZVFfmOVwER', 'recPxzrXe1EgdfH7h', 'rec3ARFTIwiJh84H9', 'recgQM6Sw3bMizxM2', 'recnm6EccCopgyjE4', 'recHe1SCJ5Lc7Qymx', 'recd5AjLy2SGn6JQV', 'recB48vm2FtTiN748', 'recOkvyq5RjhPzvzg', 'recvFK2wxnAhG2nfc', 'recCd22Be6NXfNGVK', 'recNkSCqvWoVBNjvV', 'recZYndatp2TcijTJ', 'recOENUZXoskq3DmS', 'recwnBYbKij7aAdyB', 'recObbV5h8gQGEcEh', 'recnDK6Xvs2ppXlEb', 'rec5wzfuGunHTLyNI', 'recd3DjDhDZ1FAi4M', 'recSjfzHR7EmjRpOE', 'rec4qQ4CsrNiDSOZn', 'recMe0w1UFl6dvhj5', 'rec9SqfDtirqBucTQ', 'recquokuhiqrL2z36', 'recFsEtgHQv5xw0TO', 'rec9ftDUVDq0OuCED', 'reclJSh5q8T6yxlda', 'rec5y2mRRRMOZs00D', 'recx8XfQpC7vhZ983', 'recxF0GFej1K4Oq7q', 'recLOnyYTdgIBbq1S', 'recyndNT37gS6QABq', 'recskIiXRhjNHKzEn', 'recbMfFp2GiDEVVTF', 'recvwyK6GXHKmf7mV', 'recztJ1BKaWIKVbS3', 'recMHSfIKMMTqlad3']",0,0,"{'email': 'lmcdermott4@huskers.unl.edu', 'id': 'usrybIbbbp5jn3ArW', 'name': 'Luke McDermott'}",2023-06-29T16:14:55.000Z,hc.loc.000135,"[Omaha City Jail (Omaha, Nebraska)](hc.loc.000135)",2023-06-29T16:14:55.000Z,rec7VaZB4QxxP2hXR,135,152,152,Douglas,Omaha,"Omaha, Douglas, Nebraska","[""carceral facility""]",site of significance,Omaha City Jail,"Omaha City Jail (Omaha, Nebraska)",Nebraska,11th & Dodge,county,,,,,,,
41,['recN5f8VZioBDff9n'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000097,"[House of Refuge (St. Louis, Missouri)](hc.loc.000097)",2023-05-16T18:03:08.000Z,rec7k2hIsbAGkreKP,97,1,1,St. Louis,St. Louis,"St. Louis, St. Louis, Missouri","[""welfare organization""]",site of significance,House of Refuge,"House of Refuge (St. Louis, Missouri)",Missouri,,locality,38.62923422834949,-90.19677010348627,,,,,
42,"['recYqQLfgOVZR6hTg', 'rec0nqDkGpklee7dJ', 'recnQ2uYmAczZrvhd', 'recDd6C7GtQKaX0h7', 'rec7emztOzfgL7Fuy', 'recUimMAEyUmz3CD5', 'recNz0eeyygJse4gK', 'recndkOEqdTi7F1fR', 'recFS1jeUqEGr6tj7', 'recPoDPGcdbvtLQyZ', 'reckT2vJ7rm0fwo3l', 'recsrU68lRgn3qTJ0', 'recjtxrSWeTD944vS', 'recQSczOMIW0AOhQD', 'recN1VqwvvEoouak7', 'reczVLw4doq43GbQ3', 'recAbK9p23DrG6qrG', 'recuLzYdEP0vjeVrI', 'recw9UPBrN01Fi9Zv', 'recIZja3nd9GjLMD2', 'recoUp2mFrRC87bZ8', 'recusPkjFdyD2czQh', 'recTNZ9fkBlhTWGx5', 'recBJBXz7EduiImDw', 'recO41w53DFDPBgT1', 'recYVIhqSAoZYrCzw', 'rec3alUdFMNRnEv27']",0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000098,"[U.S. Immigration Station (Seattle, Washington)](hc.loc.000098)",2023-05-16T18:03:08.000Z,rec86rqt01xAFDJ8s,98,27,27,King,Seattle,"Seattle, King, Washington","[""federal office"", ""carceral facility""]",site of significance,U.S. Immigration Station,"U.S. Immigration Station (Seattle, Washington)",Washington,,locality,47.60682112835133,-122.3337844597094,,,,,
43,,28,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T17:55:21.000Z,hc.loc.000022,"[Second Judicial District Court for the Territory of Washington (Tacoma, Washington)](hc.loc.000022)",2023-05-16T17:55:21.000Z,rec8NIkxgr551hqvX,22,0,28,Pierce,Tacoma,"Tacoma, Pierce, Washington","[""territorial district court""]",court,Second Judicial District Court for the Territory of Washington,"Second Judicial District Court for the Territory of Washington (Tacoma, Washington)",Washington,,locality,47.25333423566242,-122.44961567125883,,"['recMBrtD7BZQMIjeZ', 'recRlo9R1QNbGKlvl', 'recCHgQcUC5nUgkSF', 'rec0z3Dmk94W4NeZY', 'recaSjmdjwUJBg1fm', 'recrbJbpWq8KgnGkA', 'recFOBYwecTtS5n7g', 'recguJiIHwhf72kEe', 'recDAUrN5mCMW7u5j', 'recnKy9Sy8cx3Smv3', 'recHwJPi2LdXHMweg', 'recVN1NHqdKpAaFAE', 'reclp1XSDkbpWNj2I', 'rec7vawukC0Ds3Vzd', 'recj2vKpec70wxkgf', 'recUE6dQRn4WLHKPO', 'recpdrf2uxHyc3ml3', 'recL10yLtVKoBv4gR', 'rec97SrTysarB9VU8', 'recuBzoJISxGT8cRp', 'recNukxoNddca6nvH', 'recvtdsuqn4i6KmYr', 'recxhmdfwnFmdfepm', 'recNdzp0ZnNf0QI1B', 'recyIM2bKguQsZEAq', 'recjRzQOLnFitj7Xi', 'recpvSJJxwFYaaIWl', 'rect7y1aGsj92XKD0']",,,
44,,0,20,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:02:22.000Z,hc.loc.000040,"[Washington State Archives, Southwest Regional Branch (Olympia, WA) (Olympia, Washington)](hc.loc.000040)",2023-05-16T18:02:22.000Z,rec8qVrd4Ss87BQR7,40,0,20,Thurston,Olympia,"Olympia, Thurston, Washington","[""state archive""]",repository,"Washington State Archives, Southwest Regional Branch (Olympia, WA)","Washington State Archives, Southwest Regional Branch (Olympia, WA) (Olympia, Washington)",Washington,"1129 Washington St SE, Olympia, WA 98501",building,47.03698198384513,-122.900215996271,,,,,"['rec7imrOmQ0BfhBBp', 'recRlo9R1QNbGKlvl', 'rec0z3Dmk94W4NeZY', 'recguJiIHwhf72kEe', 'recDAUrN5mCMW7u5j', 'recnKy9Sy8cx3Smv3', 'recHwJPi2LdXHMweg', 'recVN1NHqdKpAaFAE', 'reclp1XSDkbpWNj2I', 'rec7vawukC0Ds3Vzd', 'recj2vKpec70wxkgf', 'recUE6dQRn4WLHKPO', 'recpdrf2uxHyc3ml3', 'recL10yLtVKoBv4gR', 'rec97SrTysarB9VU8', 'recuBzoJISxGT8cRp', 'recNukxoNddca6nvH', 'recvtdsuqn4i6KmYr', 'recxhmdfwnFmdfepm', 'recm3q6AUiCH7TbZA']"
45,['recwdzNmeHECkAwCt'],0,0,"{'email': 'szuniga5@huskers.unl.edu', 'id': 'usryL2aUoq2PVR4Ls', 'name': 'Santiago Zuniga'}",2023-07-11T15:31:53.000Z,hc.loc.000152,"[Riverview Detention Home for Juveniles (Omaha, Nebraska)](hc.loc.000152)",2023-07-11T15:31:53.000Z,rec90LuLO3hJMO9dg,152,1,1,Douglas,Omaha,"Omaha, Douglas, Nebraska","[""juvenile facility""]",site of significance,Riverview Detention Home for Juveniles,"Riverview Detention Home for Juveniles (Omaha, Nebraska)",Nebraska,,,,,,,No current information about the modern condition of this institution,,
46,"['recaXS5FOa6Mkp8VP', 'recK9YewTyX9IGFED']",0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000099,"[Fort Crook (Unspecified, Nebraska)](hc.loc.000099)",2023-05-16T18:03:08.000Z,rec95m6lXiFuN1PaX,99,2,2,Sarpy,Unspecified,"Unspecified, Sarpy, Nebraska","[""military facility""]",site of significance,Fort Crook,"Fort Crook (Unspecified, Nebraska)",Nebraska,,county,41.11682431452754,-96.11664524229157,,,,,
47,"['recNG1Pf16jTZz46Z', 'rec0D39A03dShlW3I']",0,0,"{'email': 'lmcdermott4@huskers.unl.edu', 'id': 'usrybIbbbp5jn3ArW', 'name': 'Luke McDermott'}",2023-07-28T17:45:44.000Z,hc.loc.000180,"[S.S. Africa Maru (, Washington)](hc.loc.000180)",2023-07-28T17:45:44.000Z,rec9ZLeycT8GJ9rEv,180,2,2,,,", , Washington","[""ship""]",site of significance,S.S. Africa Maru,"S.S. Africa Maru (, Washington)",Washington,,,,,,,,,
48,,1,0,"{'email': 'ichilds2@huskers.unl.edu', 'id': 'usrRpph1dSJ7HorPE', 'name': 'Isabelle Childs'}",2023-06-29T15:29:33.000Z,hc.loc.000132,"[U.S. Circuit Court of Appeals for the Eighth Circuit (St. Paul, Minnesota)](hc.loc.000132)",2023-06-29T15:29:33.000Z,rec9jDq7Ob1PRrZg5,132,0,1,Ramsey,St. Paul,"St. Paul, Ramsey, Minnesota","[""federal court of appeals""]",court,U.S. Circuit Court of Appeals for the Eighth Circuit,"U.S. Circuit Court of Appeals for the Eighth Circuit (St. Paul, Minnesota)",Minnesota,,locality,44.946667,-93.089167,,['recM7ycwysZjXVshV'],,,
49,,1,0,"{'email': 'mbrooks12@huskers.unl.edu', 'id': 'usrYUmUR3yFmQ7Bci', 'name': 'Molli Brooks'}",2023-12-07T14:55:16.000Z,hc.loc.000224,"[Polk County Circuit Court (Dallas, Oregon)](hc.loc.000224)",2023-12-07T14:55:16.000Z,rec9oStxMq4WJV68w,224,0,1,Polk,Dallas,"Dallas, Polk, Oregon","[""territorial circuit court""]",court,Polk County Circuit Court,"Polk County Circuit Court (Dallas, Oregon)",Oregon,,building,,,,['recQ2SauZNg1kaKjo'],,,
50,,1,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T17:55:21.000Z,hc.loc.000023,"[US District Court for the North Platte Division of the District of Nebraska (North Platte, Nebraska)](hc.loc.000023)",2023-05-16T17:55:21.000Z,rec9sOsk8Pfhrr2RY,23,0,1,Lincoln,North Platte,"North Platte, Lincoln, Nebraska","[""federal district court""]",court,US District Court for the North Platte Division of the District of Nebraska,"US District Court for the North Platte Division of the District of Nebraska (North Platte, Nebraska)",Nebraska,,locality,41.14094863550464,-100.7609462404291,,['recRQO288fK0YEjF0'],,,
51,['recHAOy8sWwHLJwZp'],0,0,"{'email': 'asynya2@huskers.unl.edu', 'id': 'usrsxXrBoy7sdssaI', 'name': 'Anna Synya'}",2023-12-01T21:14:57.000Z,hc.loc.000220,"[Hall County Jail (Grand Island, Nebraska)](hc.loc.000220)",2023-12-01T21:14:57.000Z,recAMTNPklzLe8Vvj,220,1,1,Hall,Grand Island,"Grand Island, Hall, Nebraska","[""county jail""]",site of significance,Hall County Jail,"Hall County Jail (Grand Island, Nebraska)",Nebraska,,,,,,,link to historical information about hall county jail: https://www.hallcountyne.gov/content.lasso?page=6115 ,,
52,,0,0,"{'email': 'ichilds2@huskers.unl.edu', 'id': 'usrRpph1dSJ7HorPE', 'name': 'Isabelle Childs'}",2023-07-26T15:37:17.000Z,hc.loc.000169,"[District Court of the Third Judicial District of Washington Territory  (Mount Vernon, Washington)](hc.loc.000169)",2023-07-26T15:37:17.000Z,recAYIPLo20vziuZn,169,0,0,Skagit,Mount Vernon,"Mount Vernon, Skagit, Washington","[""territorial district court""]",,District Court of the Third Judicial District of Washington Territory ,"District Court of the Third Judicial District of Washington Territory  (Mount Vernon, Washington)",Washington,"600 S 3rd St, Mount Vernon, WA 98273",locality,48.41808031174777,-122.33599416396468,,,,,
53,['recNthQdJf1ewogo4'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000074,"[Omaha Indian Agency (Omaha, Nebraska)](hc.loc.000074)",2023-05-16T18:03:08.000Z,recAsXV3FGw8knnoy,74,1,1,Douglas,Omaha,"Omaha, Douglas, Nebraska","[""indian reservation""]",site of significance,Omaha Indian Agency,"Omaha Indian Agency (Omaha, Nebraska)",Nebraska,,locality,41.25547669651563,-95.93911292745457,,,,,
54,['rec0TCdJymyMvcwZ5'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000077,"[Chinese Sunday School Mission (San Francisco, California)](hc.loc.000077)",2023-05-16T18:03:08.000Z,recBCXmOknlXiDttJ,77,1,1,San Francisco,San Francisco,"San Francisco, San Francisco, California","[""welfare organization""]",site of significance,Chinese Sunday School Mission,"Chinese Sunday School Mission (San Francisco, California)",California,,locality,37.774934017149484,-122.41631398801435,,,,,
55,['recV0IiSEqJNCRrwj'],0,0,"{'email': 'mbrooks12@huskers.unl.edu', 'id': 'usrYUmUR3yFmQ7Bci', 'name': 'Molli Brooks'}",2024-01-22T14:56:52.000Z,hc.loc.000229,"[Nemaha County Jail (Brownsville, Nebraska)](hc.loc.000229)",2024-01-22T14:56:52.000Z,recBMIttp5dTX5Fky,229,1,1,Nemaha,Brownsville,"Brownsville, Nemaha, Nebraska","[""county jail""]",site of significance,Nemaha County Jail,"Nemaha County Jail (Brownsville, Nebraska)",Nebraska,,,,,,,,,
56,['rec0TCdJymyMvcwZ5'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000078,"[Chinese Village at the Trans-Mississippi and International Exposition (Omaha, Nebraska)](hc.loc.000078)",2023-05-16T18:03:08.000Z,recBRNsG8BxivUgHA,78,1,1,Douglas,Omaha,"Omaha, Douglas, Nebraska","[""temporary facility""]",site of significance,Chinese Village at the Trans-Mississippi and International Exposition,"Chinese Village at the Trans-Mississippi and International Exposition (Omaha, Nebraska)",Nebraska,,landmark,41.29167183271719,-95.94214221346193,,,,,
57,,0,1,"{'email': 'kjagodinsky@unl.edu', 'id': 'usrTWraD2Uk9A3vtt', 'name': 'Katrina Jagodinsky'}",2024-05-23T20:12:38.000Z,hc.loc.000247,"[Kansas State Archives & Historical Society (Topeka, Kansas)](hc.loc.000247)",2024-05-23T20:12:38.000Z,recBSOtZg9zhNAxmn,247,0,1,Shawnee,Topeka,"Topeka, Shawnee, Kansas","[""state archive""]",repository,Kansas State Archives & Historical Society,"Kansas State Archives & Historical Society (Topeka, Kansas)",Kansas,"6425 SW 6th St; Topeka, Kansas, 66615",building,39.056478961738776,-95.7747520764018,,,,,['reclWII8xvfJ772Ed']
58,"['recrxAI54hOslm2gH', 'recGIIIPa3kXxA0L0', 'recaQ91Er71g28Rhh', 'recoTsfORy9ryf8mZ', 'recEPrK4xmr7TjqYt', 'recgbu1EGncgS8m3S', 'recVdtmFrBpFyvbm8', 'rec0uT9urUFdABHjp']",0,0,"{'email': 'bdevalk2@huskers.unl.edu', 'id': 'usrKgP3uxM9XvnC1f', 'name': 'Brianna DeValk'}",2023-07-03T12:45:52.000Z,hc.loc.000148,"[State Penitentiary of the State of Nebraska (Lincoln, Nebraska)](hc.loc.000148)",2023-07-03T12:45:52.000Z,recBfIDBuGgY9Sto1,148,8,8,Lancaster,Lincoln,"Lincoln, Lancaster, Nebraska","[""carceral facility""]",site of significance,State Penitentiary of the State of Nebraska,"State Penitentiary of the State of Nebraska (Lincoln, Nebraska)",Nebraska,,,,,,,,,
59,['rectY73AkN8ppGHbP'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000075,"[Friends Mission School for Indians on Douglas Island (Juneau, Alaska)](hc.loc.000075)",2023-05-16T18:03:08.000Z,recBqznM3EEgU7f1J,75,1,1,N/A,Juneau,"Juneau, N/A, Alaska","[""indigenous boarding school""]",site of significance,Friends Mission School for Indians on Douglas Island,"Friends Mission School for Indians on Douglas Island (Juneau, Alaska)",Alaska,,locality,58.33171128052053,-134.41201938257768,,,,,
60,"['recIJ9yOFmXPmxCzh', 'recgCsRZjiNlLmeOu', 'recoG7cWT3PYLIuOa', 'recEJPVVcJhxt5z0q', 'reci7GwjeOc4SuolW', 'recPs8hnXbJCxoOoX', 'recHuryUqPEhEfpaj', 'recV8Uvu1ViN8qQol', 'recmQj52h6sVjgYTW']",0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000076,"[State Penitentiary of the State of Washington (Walla Walla, Washington)](hc.loc.000076)",2023-05-16T18:03:08.000Z,recBtXAzDClj4dCcN,76,9,9,Walla Walla,Walla Walla,"Walla Walla, Walla Walla, Washington","[""penitentiary"", ""carceral facility""]",site of significance,State Penitentiary of the State of Washington,"State Penitentiary of the State of Washington (Walla Walla, Washington)",Washington,"1313 N 13th Ave, Walla Walla, WA 99362",building,46.07818487649164,-118.35674545765195,Washington State Penitentiary,,,,
61,"['recTiha3eOw88U1sw', 'recVj2GoyAXDXST9M', 'rectnOiWftnCYHXUv', 'recEgMtJxAk8UKK7j', 'rec9bAPk4K34pBUoK', 'recsXE6Kkuo6EKVg2', 'recD8rDKrVrB2WLQI']",0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000080,"[Nebraska Children's Home Society (Unspecified, Nebraska)](hc.loc.000080)",2023-05-16T18:03:08.000Z,recC6rDe37PndFcLk,80,7,7,Douglas,Unspecified,"Unspecified, Douglas, Nebraska","[""juvenile facility""]",site of significance,Nebraska Children's Home Society,"Nebraska Children's Home Society (Unspecified, Nebraska)",Nebraska,,county,41.305150702932416,-96.15490749730866,,,,,
62,['recElYRx3L6NMLz6k'],0,0,"{'email': 'gpayne2@huskers.unl.edu', 'id': 'usrFMxBkYKZt5RMwF', 'name': 'Greg Payne'}",2024-07-17T20:39:41.000Z,hc.loc.000265,"[Ballard City Jail (Ballard, Washington)](hc.loc.000265)",2024-07-17T20:39:41.000Z,recCEjqcyjQHF8WzG,265,1,1,King County,Ballard,"Ballard, King County, Washington","[""city jail""]",site of significance,Ballard City Jail,"Ballard City Jail (Ballard, Washington)",Washington,,,,,,,,,
63,"['recoDHwlwwtR87zr0', 'recQeNIlF529CbrNH']",0,0,"{'email': 'lmcdermott4@huskers.unl.edu', 'id': 'usrybIbbbp5jn3ArW', 'name': 'Luke McDermott'}",2024-02-21T16:00:07.000Z,hc.loc.000236,"[Colville Indian Reservation (, Washington)](hc.loc.000236)",2024-02-21T16:00:07.000Z,recCf5cjOK6hsW8JM,236,2,2,Okanogan & Ferry Counties,,", Okanogan & Ferry Counties, Washington","[""indian reservation""]",site of significance,Colville Indian Reservation,"Colville Indian Reservation (, Washington)",Washington,,state,,,,,,,
64,['recPmnjVEL7cTm3iB'],0,0,"{'email': 'cory.james.young@gmail.com', 'id': 'usruK6Q7ifitzmUZM', 'name': 'Cory Young'}",2023-05-16T18:03:08.000Z,hc.loc.000079,"[Main Hotel (Vancouver, British Columbia)](hc.loc.000079)",2023-05-16T18:03:08.000Z,recCg1dAjIbL1iI9C,79,1,1,N/A,Vancouver,"Vancouver, N/A, British Columbia","[""hotel""]",site of significance,Main Hotel,"Main Hotel (Vancouver, British Columbia)",British Columbia,,locality,49.28293713028381,-123.12218738513948,,,,,
65,"['recVL1cH1GEJVWynh', 'recpazHgRbts1SJe4', 'recD8L73awHVRJslb', 'rec4YiWJTy41CAyWH']",0,0,"{'email': 'kjagodinsky@unl.edu', 'id': 'usrTWraD2Uk9A3vtt', 'name': 'Katrina Jagodinsky'}",2023-08-23T18:03:16.000Z,hc.loc.000181,"[Cass County Common Jail (, Nebraska)](hc.loc.000181)",2023-08-23T18:03:16.000Z,recCmoYNlTsYtV67I,181,4,4,Cass,,", Cass, Nebraska","[""carceral facility""]",site of significance,Cass County Common Jail,"Cass County Common Jail (, Nebraska)",Nebraska,,,,,,,,,
